"","011016AC95","011016B1E9","011016B914","011016B9B5","011016BC8D","011016BDEC","011016BF63","011016CC59","011016CE84","011016D383","011016E2E6","011016EDC4","011016FD8E","011016FE79","01101706AD","0110170897","0110170BCF","0110170F15","01101712F8","0110171671","011017171D","0110172507","0110172D57","0110173043","0110173577","01101736BA","011017396E","0110173C26","0110173E3A","0110173FFA","01101747D3","01101748C7","0110174B57","0110175F3E","01103F6EC0","0700EDA0C9","0700EDE823","0700EDFFDB","0700EE08C5","0700EE1540","0700EE1ECE","0700EE257D","0700EE27B1","0700EE315A"
"0110172507",0.576240680379154,0.655869115131875,0.627622432572928,0.636813186813187,0.652253075143101,0.594995688145094,0.656837225274726,0.632539682539683,0.600891464599777,0.572115081518229,0.652967372134039,0.593853180912004,0.583174603174603,0.598878526395305,0.63581311769991,0.656747529200359,0.593962684489001,0.61649448479957,0.575296652847071,0.60031956968834,0.605620094191523,NA,0.574605911330049,0.64030784030784,0.618383885368012,0.620396062271062,0.742953995157386,0.663916256157636,0.62059754855335,0.602130325814537,0.572925853834945,0.52408497718273,0.586278019090519,0.661955941255007,0.660426929392447,0.597639055622249,0.674248366013072,0.667120457939273,0.640518968816841,0.660768431983385,0.633721340388007,0.621670843776107,0.594631303998393,0.645557926874454
"0110172D57",0.805462348581057,0.728283567843408,0.764652301247555,0.757558629110353,0.721500751724978,0.775398474867183,0.766575288935203,0.740751231527094,0.814316946891696,0.801117562391581,0.741879143100408,0.773410218389934,0.757576780392872,0.819553562871082,0.736444413859834,0.670179527694167,0.781002074150894,0.820076326848682,0.717620216751999,0.76243778719721,0.763166062180841,0.574605911330049,NA,0.758597510407855,0.809267749572894,0.760538635215359,0.72297250285269,0.781444991789819,0.803708890070578,0.815989758879958,0.771855021267247,0.757281430548684,0.776412303621355,0.663984930098369,0.64258210180624,0.71504709802184,0.688361425029782,0.742640159512081,0.64381402679275,0.772792970448465,0.677618642178029,0.755376867149169,0.820971901782683,0.717367694204119
"0110173043",0.754472604354587,0.825332599557552,0.842875716143043,0.868611018611019,0.815241822684278,0.884271888584283,0.761244935619936,0.683994708994709,0.805386793579924,0.768041109229389,0.810776882582438,0.692024614377556,0.768077601410935,0.809405657727805,0.709087257955182,0.7520425626086,0.761255664413559,0.794902617783974,0.781558313796386,0.736284343194642,0.797414384557242,0.64030784030784,0.758597510407855,NA,0.791229957579164,0.780439861064861,0.786881160270991,0.800882387089284,0.848818511138953,0.81550087339561,0.749349550258641,0.690556731036854,0.736039127601628,0.757576881408657,0.706340083926291,0.683371476536743,0.797870016693546,0.730255374384294,0.768682672725226,0.829494499961789,0.736362567473679,0.788662799189115,0.714755877034358,0.719424268023708
"0110173577",0.766779978511773,0.750230216207502,0.763598965862049,0.788307782752227,0.748394963088667,0.787409753305676,0.736934449112029,0.662401076289965,0.825477084229366,0.774334777413781,0.759967472269059,0.697412205815567,0.775938523557571,0.77298635181878,0.721972037036428,0.686892721933153,0.825511139128516,0.817405481354903,0.728728513587858,0.744673876087682,0.80429094714809,0.618383885368012,0.809267749572894,0.791229957579164,NA,0.847692352107035,0.730594966268897,0.766670548430264,0.801620013669474,0.808501412260811,0.749116934903371,0.723738944243393,0.745947010207923,0.693361276045596,0.690141712774444,0.687577215121566,0.743895560123385,0.722923502201474,0.700169597248287,0.786640249375749,0.718245892849067,0.803415194007058,0.805193299024925,0.729722563289323
"01101736BA",0.777358601982422,0.749428413033092,0.771959548289994,0.762984584859585,0.759529401225373,0.777575277368359,0.763524496336996,0.616104242979243,0.802598887652086,0.74221413590479,0.728608595622484,0.669537044720868,0.759948531406865,0.779402488358025,0.711428528232773,0.643158865505564,0.812299512135038,0.801137510088781,0.690144118158444,0.780414580113501,0.79024561747776,0.620396062271062,0.760538635215359,0.780439861064861,0.847692352107035,NA,0.721600662755324,0.740175018946571,0.805405649828992,0.846293257181415,0.716584268004723,0.654118617003316,0.719299708362208,0.694776475471569,0.669684302766199,0.654858478291601,0.741736111111111,0.695187268935091,0.690860378293889,0.756276994682369,0.726340416270972,0.842382475542901,0.742969148467567,0.686369430250733
"011017396E",0.734807533676367,0.830114840463756,0.793716925240671,0.83565116615964,0.841530068180551,0.749952667800356,0.763087768516794,0.698466505246166,0.728529878259696,0.725332355000729,0.766873486682809,0.712558378061868,0.740325830269333,0.757537121872806,0.79741712556711,0.762278588589749,0.680848071213816,0.737321764864138,0.713381396227778,0.677611932961333,0.703563224507534,0.742953995157386,0.72297250285269,0.786881160270991,0.730594966268897,0.721600662755324,NA,0.808100247696975,0.750895013103553,0.724001741642241,0.690719249656076,0.660461843365073,0.701589698808978,0.825051103920105,0.773610392140491,0.683077311276048,0.727775878713067,0.817305646249129,0.782435312547105,0.785273396543791,0.75169142777429,0.724613890725879,0.735461938476313,0.728826464672498
"0110173C26",0.778587297711528,0.803193279136829,0.84113665250572,0.800752599890531,0.81207505490952,0.779980703520016,0.725891080901857,0.707118226600985,0.801521601071042,0.79781441249765,0.757110168460743,0.779586236482788,0.748020434227331,0.817512939758948,0.7947391688771,0.754692314841957,0.723896907018504,0.749005037432858,0.697826260785706,0.728531150498157,0.768578465869106,0.663916256157636,0.781444991789819,0.800882387089284,0.766670548430264,0.740175018946571,0.808100247696975,NA,0.767805275311467,0.80651283380866,0.769362125631718,0.751507475568918,0.770137386462818,0.720684284026211,0.700238095238095,0.692559143708569,0.742651083421874,0.829804576722755,0.712204540249295,0.823991375473812,0.705687323886558,0.744236057735988,0.761360534319941,0.780639867696759
"0110173E3A",0.802911966714776,0.764082797384712,0.802968700731405,0.799546003413407,0.761242601957725,0.832137652005112,0.787730877164579,0.68166251796086,0.84865590658858,0.766446409661142,0.773528680411738,0.721036038878093,0.78525852021248,0.796008419298122,0.723710894199792,0.698905146418958,0.777195526948362,0.874893549708607,0.749455709554684,0.773286019059775,0.765888675912354,0.62059754855335,0.803708890070578,0.848818511138953,0.801620013669474,0.805405649828992,0.750895013103553,0.767805275311467,NA,0.845671669611769,0.724810978075669,0.700177518287861,0.757352094843462,0.713758520356083,0.662779518908305,0.673048158678875,0.736078978977906,0.738558578407367,0.733730868002644,0.835889857834403,0.749180814865284,0.793365364439246,0.771238491792377,0.726165313050343
"0110173FFA",0.8331482456469,0.754704814967475,0.802431096782321,0.775427671743461,0.754794723381343,0.836516425472283,0.792051462791594,0.663262322472849,0.853941361617084,0.789730770224531,0.729712591664346,0.721861370437222,0.77899099600854,0.822369422641411,0.727752945498725,0.646076002779081,0.798576998050682,0.850702462370616,0.758740308715714,0.816534608947618,0.770852956567242,0.602130325814537,0.815989758879958,0.81550087339561,0.808501412260811,0.846293257181415,0.724001741642241,0.80651283380866,0.845671669611769,NA,0.758842594536374,0.723369692716523,0.759974775057012,0.701242358232029,0.670322357618183,0.691146072464073,0.738242174062608,0.709446947799231,0.691535398780639,0.804347473043981,0.700355518425694,0.83157242217971,0.783300656705054,0.717179479979126
"01101747D3",0.713273386276033,0.69316130194288,0.729208955806616,0.717854176945086,0.694752948717143,0.761023083526556,0.711978893086848,0.803213727304636,0.810823848178479,0.864410363300512,0.710820558358437,0.834925921824317,0.660418761933913,0.756671314786019,0.68939757876293,0.754889351373056,0.696773026677333,0.727673535300654,0.708333408541341,0.72940138320688,0.769803228244787,0.572925853834945,0.771855021267247,0.749349550258641,0.749116934903371,0.716584268004723,0.690719249656076,0.769362125631718,0.724810978075669,0.758842594536374,NA,0.814156314632073,0.895192907266771,0.595036327194356,0.602379998774983,0.82137152960937,0.710922061029013,0.727479903398497,0.600341203822829,0.758473764123722,0.617656847454827,0.69282665666545,0.723540012895594,0.804438315006178
"01101748C7",0.730555267924318,0.669718014379329,0.706919529844496,0.696120302035416,0.667594376867822,0.720078374504814,0.687017013718149,0.77207955712853,0.75565145260277,0.801961932593477,0.672379261366042,0.778017658704291,0.700941559134376,0.751693241279408,0.701488296741059,0.670470425417503,0.676744183185916,0.730837890302985,0.676160783760319,0.682852968879255,0.709498220555451,0.52408497718273,0.757281430548684,0.690556731036854,0.723738944243393,0.654118617003316,0.660461843365073,0.751507475568918,0.700177518287861,0.723369692716523,0.814156314632073,NA,0.806175611973396,0.609673021553865,0.618789147361626,0.795553781905112,0.616447944006999,0.722658524391768,0.622098315595,0.709707514051056,0.601299950423993,0.648708853171236,0.773382109267833,0.75186330498171
"0110174B57",0.719652446682098,0.697666566360446,0.746401717549614,0.725843821156321,0.704264722683041,0.751409814267943,0.703921641421642,0.809275391462892,0.796490007015299,0.852630363800162,0.717759798488965,0.846331691460368,0.691766871037705,0.760067116138844,0.690745828570121,0.782474625192786,0.704874199857752,0.743057657384988,0.704376518870954,0.713502817453191,0.746070705222491,0.586278019090519,0.776412303621355,0.736039127601628,0.745947010207923,0.719299708362208,0.701589698808978,0.770137386462818,0.757352094843462,0.759974775057012,0.895192907266771,0.806175611973396,NA,0.615350841913342,0.611544766749508,0.816405631947474,0.682466697264492,0.744073485662118,0.611975268391492,0.76133691894498,0.650620486557987,0.706096369273242,0.732246467195043,0.806621600717364
"0110175F3E",0.703188393161334,0.83057908339033,0.782743949140729,0.754447525475563,0.828252418399298,0.753120585354452,0.733395328386567,0.592469218216882,0.656293868291398,0.627473787320213,0.719759576554748,0.619444986885888,0.741160889416341,0.729045920626865,0.756364638418068,0.703151533119793,0.650104948248086,0.719126757836563,0.752573606914482,0.63269328958853,0.652890545146887,0.661955941255007,0.663984930098369,0.757576881408657,0.693361276045596,0.694776475471569,0.825051103920105,0.720684284026211,0.713758520356083,0.701242358232029,0.595036327194356,0.609673021553865,0.615350841913342,NA,0.864058744993324,0.567707889663307,0.666704276726267,0.743969375608309,0.889683618083896,0.687205162438807,0.778200838429291,0.719538522382936,0.672410048841493,0.677749206293802
"01103F6EC0",0.666578389460996,0.845735005168223,0.790220255447296,0.758345753862995,0.837151928237562,0.712102907435441,0.667377439370974,0.586204159824849,0.630861819676807,0.596543705513339,0.707647225769831,0.610766266121236,0.755769324332543,0.702022148953415,0.749654910259985,0.682086553654543,0.627435638905693,0.684994387390647,0.741814970878695,0.599541502781278,0.629602302459445,0.660426929392447,0.64258210180624,0.706340083926291,0.690141712774444,0.669684302766199,0.773610392140491,0.700238095238095,0.662779518908305,0.670322357618183,0.602379998774983,0.618789147361626,0.611544766749508,0.864058744993324,NA,0.560040966578202,0.611908947487041,0.737864008513414,0.845987725488826,0.642104722004819,0.737394636015326,0.698408697728815,0.666840847207499,0.692340869936736
"0700EDA0C9",0.65357378199116,0.621030376723958,0.6497625763233,0.674274382117519,0.623253004905666,0.650146595769667,0.699586975103432,0.777096986942925,0.7377069811019,0.833342619417494,0.643206510999462,0.741047770459535,0.618248484579017,0.703508809575397,0.633242207273707,0.681462328521152,0.697882271817109,0.66911843205581,0.619399012087027,0.688262902060049,0.709167399153393,0.597639055622249,0.71504709802184,0.683371476536743,0.687577215121566,0.654858478291601,0.683077311276048,0.692559143708569,0.673048158678875,0.691146072464073,0.82137152960937,0.795553781905112,0.816405631947474,0.567707889663307,0.560040966578202,NA,0.664752123071451,0.643635457796488,0.580138832522765,0.738692569447301,0.590026133910354,0.613211915676221,0.671444480276874,0.734467861218561
"0700EDE823",0.659225677157829,0.700246955745121,0.696716367176472,0.758093801623213,0.693976779117444,0.749780404521741,0.691302565898154,0.640102707749766,0.738389743818549,0.747845417059933,0.78434770204378,0.650844121432357,0.679590206452952,0.6790505586005,0.653661214848784,0.6888958273198,0.700779727095517,0.713635917643894,0.697508697527215,0.70562227991972,0.814767445439715,0.674248366013072,0.688361425029782,0.797870016693546,0.743895560123385,0.741736111111111,0.727775878713067,0.742651083421874,0.736078978977906,0.738242174062608,0.710922061029013,0.616447944006999,0.682466697264492,0.666704276726267,0.611908947487041,0.664752123071451,NA,0.674620628739301,0.67547999814583,0.779644144262066,0.68991804129059,0.732600924518048,0.678104929735607,0.674676833696442
"0700EDFFDB",0.713411735006093,0.789142659230689,0.806309119540051,0.774364398667534,0.806281766860155,0.747118407179013,0.699125602789584,0.723938111830098,0.707823721823224,0.707518317597939,0.786215182399368,0.792355955785962,0.740159406129209,0.775545724026303,0.795995056193268,0.736989134686524,0.682381063964596,0.735150884110017,0.729988515227413,0.654251121889482,0.746990146903039,0.667120457939273,0.742640159512081,0.730255374384294,0.722923502201474,0.695187268935091,0.817305646249129,0.829804576722755,0.738558578407367,0.709446947799231,0.727479903398497,0.722658524391768,0.744073485662118,0.743969375608309,0.737864008513414,0.643635457796488,0.674620628739301,NA,0.718733930174734,0.726753195769608,0.683303990069379,0.695834649041423,0.775853262988843,0.783901410609411
"0700EE08C5",0.666930588072427,0.811116798361902,0.764092228332801,0.747282622814538,0.79130578739873,0.725631569199824,0.717216712562457,0.574822695035461,0.662969104413456,0.630439717655866,0.724005434850589,0.596209699776658,0.733415700401516,0.716571222104565,0.730233480333842,0.718054062594408,0.676498278793912,0.721962632871396,0.732695603594391,0.619188150272479,0.67541949494837,0.640518968816841,0.64381402679275,0.768682672725226,0.700169597248287,0.690860378293889,0.782435312547105,0.712204540249295,0.733730868002644,0.691535398780639,0.600341203822829,0.622098315595,0.611975268391492,0.889683618083896,0.845987725488826,0.580138832522765,0.67547999814583,0.718733930174734,NA,0.698416433363739,0.818920659937208,0.707007781669682,0.656074894871017,0.689820609094702
"0700EE1540",0.767465493811663,0.759963953898905,0.781893976601111,0.822453870117421,0.767024764666804,0.795308515485276,0.765058468271085,0.711820204717401,0.838333053107921,0.804181335247101,0.74283592114589,0.719397682454307,0.748227348398688,0.7870628127857,0.725817199904663,0.73970387652278,0.737473226159896,0.800091521903656,0.696935485130271,0.760361224834786,0.749622084635436,0.660768431983385,0.772792970448465,0.829494499961789,0.786640249375749,0.756276994682369,0.785273396543791,0.823991375473812,0.835889857834403,0.804347473043981,0.758473764123722,0.709707514051056,0.76133691894498,0.687205162438807,0.642104722004819,0.738692569447301,0.779644144262066,0.726753195769608,0.698416433363739,NA,0.731245501546644,0.754876744664478,0.754119604385782,0.719774465687971
"0700EE1ECE",0.683368324551995,0.744631341065914,0.728117907435839,0.704216976439199,0.743295203212794,0.703765711570843,0.676417718084385,0.565734861845973,0.700030491828512,0.659622040974908,0.681970164609053,0.615304380010262,0.710229276895944,0.697470425285489,0.718618732769676,0.687858845091549,0.720146044122652,0.722427983539095,0.657349789611909,0.663340501288083,0.683488381107429,0.633721340388007,0.677618642178029,0.736362567473679,0.718245892849067,0.726340416270972,0.75169142777429,0.705687323886558,0.749180814865284,0.700355518425694,0.617656847454827,0.601299950423993,0.650620486557987,0.778200838429291,0.737394636015326,0.590026133910354,0.68991804129059,0.683303990069379,0.818920659937208,0.731245501546644,NA,0.733606516107641,0.654940132014675,0.677882264016718
"0700EE257D",0.752511305249594,0.784400725642699,0.7999406605251,0.779246686736565,0.779811472339196,0.808156880557952,0.732174254979164,0.622008275125684,0.775122074347422,0.727127172533909,0.754868116443127,0.671627517066907,0.772586841858097,0.762751445766417,0.710321074540767,0.655249265286696,0.766708684927308,0.802058869635896,0.742657487975131,0.755702383797667,0.737855963521088,0.621670843776107,0.755376867149169,0.788662799189115,0.803415194007058,0.842382475542901,0.724613890725879,0.744236057735988,0.793365364439246,0.83157242217971,0.69282665666545,0.648708853171236,0.706096369273242,0.719538522382936,0.698408697728815,0.613211915676221,0.732600924518048,0.695834649041423,0.707007781669682,0.754876744664478,0.733606516107641,NA,0.723776372246623,0.67037104355797
"0700EE27B1",0.805772912597002,0.711609509604293,0.759480158615389,0.733703497627548,0.721818189759852,0.760304659498208,0.736206308635106,0.67982318665863,0.772405839384814,0.750366449640129,0.701298286934715,0.733104075248528,0.782249235371599,0.788626253064279,0.771647196844235,0.634344195199223,0.755496335776149,0.824852116345358,0.710776359250585,0.741177990183415,0.73629139094781,0.594631303998393,0.820971901782683,0.714755877034358,0.805193299024925,0.742969148467567,0.735461938476313,0.761360534319941,0.771238491792377,0.783300656705054,0.723540012895594,0.773382109267833,0.732246467195043,0.672410048841493,0.666840847207499,0.671444480276874,0.678104929735607,0.775853262988843,0.656074894871017,0.754119604385782,0.654940132014675,0.723776372246623,NA,0.681853416472074
"0700EE315A",0.694510741324825,0.739297255694269,0.753107649084852,0.724013480035889,0.741240779725739,0.714061003260639,0.692669553576416,0.752697301142679,0.759845375755154,0.753901769706898,0.712118952519279,0.769381125823703,0.642120848339336,0.740312175759509,0.742668313898693,0.772140609186748,0.676116177465138,0.708269384338795,0.680614894114903,0.646064368900015,0.733320707200259,0.645557926874454,0.717367694204119,0.719424268023708,0.729722563289323,0.686369430250733,0.728826464672498,0.780639867696759,0.726165313050343,0.717179479979126,0.804438315006178,0.75186330498171,0.806621600717364,0.677749206293802,0.692340869936736,0.734467861218561,0.674676833696442,0.783901410609411,0.689820609094702,0.719774465687971,0.677882264016718,0.67037104355797,0.681853416472074,NA
